fare_id,price,currency_type,payment_method
return-kmzone4-Lynedoch-Claremont,30.0,R,0
monfri-week-kmzone4-Claremont-Lynedoch,90.0,R,0
monfri-week-kmzone4-Lynedoch-Claremont,90.0,R,0
monsat-week-kmzone4-Claremont-Lynedoch,120.0,R,0
monsat-week-kmzone4-Lynedoch-Claremont,120.0,R,0
month-kmzone4-Claremont-Lynedoch,280.0,R,0
month-kmzone4-Lynedoch-Claremont,280.0,R,0
single-kmzone2-Claremont-Maitland,12.0,R,0
single-kmzone2-Maitland-Claremont,12.0,R,0
return-kmzone2-Claremont-Maitland,24.0,R,0
return-kmzone2-Maitland-Claremont,24.0,R,0
monfri-week-kmzone2-Claremont-Maitland,70.0,R,0
monfri-week-kmzone2-Maitland-Claremont,70.0,R,0
monsat-week-kmzone2-Claremont-Maitland,80.0,R,0
monsat-week-kmzone2-Maitland-Claremont,80.0,R,0
month-kmzone2-Claremont-Maitland,220.0,R,0
month-kmzone2-Maitland-Claremont,220.0,R,0
single-kmzone1-Claremont-Malan,10.0,R,0
single-kmzone1-Malan-Claremont,10.0,R,0
return-kmzone1-Claremont-Malan,20.0,R,0
return-kmzone1-Malan-Claremont,20.0,R,0
monfri-week-kmzone1-Claremont-Malan,60.0,R,0
monfri-week-kmzone1-Malan-Claremont,60.0,R,0
monsat-week-kmzone1-Claremont-Malan,75.0,R,0
monsat-week-kmzone1-Malan-Claremont,75.0,R,0
month-kmzone1-Claremont-Malan,180.0,R,0
month-kmzone1-Malan-Claremont,180.0,R,0
single-kmzone1-Claremont-Malmesbury,10.0,R,0
single-kmzone1-Malmesbury-Claremont,10.0,R,0
return-kmzone1-Claremont-Malmesbury,20.0,R,0
return-kmzone1-Malmesbury-Claremont,20.0,R,0
monfri-week-kmzone1-Claremont-Malmesbury,60.0,R,0
monfri-week-kmzone1-Malmesbury-Claremont,60.0,R,0
monsat-week-kmzone1-Claremont-Malmesbury,75.0,R,0
monsat-week-kmzone1-Malmesbury-Claremont,75.0,R,0
month-kmzone1-Claremont-Malmesbury,180.0,R,0
month-kmzone1-Malmesbury-Claremont,180.0,R,0
single-kmzone3-Claremont-Mandalay,14.0,R,0
single-kmzone3-Mandalay-Claremont,14.0,R,0
return-kmzone3-Claremont-Mandalay,28.0,R,0
return-kmzone3-Mandalay-Claremont,28.0,R,0
monfri-week-kmzone3-Claremont-Mandalay,80.0,R,0
monfri-week-kmzone3-Mandalay-Claremont,80.0,R,0
monsat-week-kmzone3-Claremont-Mandalay,100.0,R,0
monsat-week-kmzone3-Mandalay-Claremont,100.0,R,0
month-kmzone3-Claremont-Mandalay,250.0,R,0
month-kmzone3-Mandalay-Claremont,250.0,R,0
single-kmzone1-Claremont-Mbekweni,10.0,R,0
single-kmzone1-Mbekweni-Claremont,10.0,R,0
return-kmzone1-Claremont-Mbekweni,20.0,R,0
return-kmzone1-Mbekweni-Claremont,20.0,R,0
monfri-week-kmzone1-Claremont-Mbekweni,60.0,R,0
monfri-week-kmzone1-Mbekweni-Claremont,60.0,R,0
monsat-week-kmzone1-Claremont-Mbekweni,75.0,R,0
monsat-week-kmzone1-Mbekweni-Claremont,75.0,R,0
month-kmzone1-Claremont-Mbekweni,180.0,R,0
month-kmzone1-Mbekweni-Claremont,180.0,R,0
single-kmzone4-Claremont-Mellish,15.0,R,0
single-kmzone4-Mellish-Claremont,15.0,R,0
return-kmzone4-Claremont-Mellish,30.0,R,0
return-kmzone4-Mellish-Claremont,30.0,R,0
monfri-week-kmzone4-Claremont-Mellish,90.0,R,0
monfri-week-kmzone4-Mellish-Claremont,90.0,R,0
monsat-week-kmzone4-Claremont-Mellish,120.0,R,0
monsat-week-kmzone4-Mellish-Claremont,120.0,R,0
month-kmzone4-Claremont-Mellish,280.0,R,0
month-kmzone4-Mellish-Claremont,280.0,R,0
single-kmzone3-Claremont-Melton Rose,14.0,R,0
single-kmzone3-Melton Rose-Claremont,14.0,R,0
return-kmzone3-Claremont-Melton Rose,28.0,R,0
return-kmzone3-Melton Rose-Claremont,28.0,R,0
monfri-week-kmzone3-Claremont-Melton Rose,80.0,R,0
monfri-week-kmzone3-Melton Rose-Claremont,80.0,R,0
monsat-week-kmzone3-Claremont-Melton Rose,100.0,R,0
monsat-week-kmzone3-Melton Rose-Claremont,100.0,R,0
month-kmzone3-Claremont-Melton Rose,250.0,R,0
month-kmzone3-Melton Rose-Claremont,250.0,R,0
single-kmzone4-Claremont-Mikpunt,15.0,R,0
single-kmzone4-Mikpunt-Claremont,15.0,R,0
return-kmzone4-Claremont-Mikpunt,30.0,R,0
return-kmzone4-Mikpunt-Claremont,30.0,R,0
monfri-week-kmzone4-Claremont-Mikpunt,90.0,R,0
monfri-week-kmzone4-Mikpunt-Claremont,90.0,R,0
monsat-week-kmzone4-Claremont-Mikpunt,120.0,R,0
monsat-week-kmzone4-Mikpunt-Claremont,120.0,R,0
month-kmzone4-Claremont-Mikpunt,280.0,R,0
month-kmzone4-Mikpunt-Claremont,280.0,R,0
single-kmzone3-Claremont-M ' Plain,14.0,R,0
single-kmzone3-M ' Plain-Claremont,14.0,R,0
return-kmzone3-Claremont-M ' Plain,28.0,R,0
return-kmzone3-M ' Plain-Claremont,28.0,R,0
monfri-week-kmzone3-Claremont-M ' Plain,80.0,R,0
monfri-week-kmzone3-M ' Plain-Claremont,80.0,R,0
monsat-week-kmzone3-Claremont-M ' Plain,100.0,R,0
monsat-week-kmzone3-M ' Plain-Claremont,100.0,R,0
month-kmzone3-Claremont-M ' Plain,250.0,R,0
month-kmzone3-M ' Plain-Claremont,250.0,R,0
single-kmzone3-Claremont-Monte Vista,14.0,R,0
single-kmzone3-Monte Vista-Claremont,14.0,R,0
return-kmzone3-Claremont-Monte Vista,28.0,R,0
return-kmzone3-Monte Vista-Claremont,28.0,R,0
monfri-week-kmzone3-Claremont-Monte Vista,80.0,R,0
monfri-week-kmzone3-Monte Vista-Claremont,80.0,R,0
monsat-week-kmzone3-Claremont-Monte Vista,100.0,R,0
monsat-week-kmzone3-Monte Vista-Claremont,100.0,R,0
month-kmzone3-Claremont-Monte Vista,250.0,R,0
month-kmzone3-Monte Vista-Claremont,250.0,R,0
single-kmzone2-Claremont-Mowbray,12.0,R,0
single-kmzone2-Mowbray-Claremont,12.0,R,0
return-kmzone2-Claremont-Mowbray,24.0,R,0
return-kmzone2-Mowbray-Claremont,24.0,R,0
monfri-week-kmzone2-Claremont-Mowbray,70.0,R,0
monfri-week-kmzone2-Mowbray-Claremont,70.0,R,0
monsat-week-kmzone2-Claremont-Mowbray,80.0,R,0
monsat-week-kmzone2-Mowbray-Claremont,80.0,R,0
month-kmzone2-Claremont-Mowbray,220.0,R,0
month-kmzone2-Mowbray-Claremont,220.0,R,0
single-kmzone3-Claremont-Muizenberg,14.0,R,0
single-kmzone3-Muizenberg-Claremont,14.0,R,0
return-kmzone3-Claremont-Muizenberg,28.0,R,0
return-kmzone3-Muizenberg-Claremont,28.0,R,0
monfri-week-kmzone3-Claremont-Muizenberg,80.0,R,0
monfri-week-kmzone3-Muizenberg-Claremont,80.0,R,0
monsat-week-kmzone3-Claremont-Muizenberg,100.0,R,0
monsat-week-kmzone3-Muizenberg-Claremont,100.0,R,0
month-kmzone3-Claremont-Muizenberg,250.0,R,0
month-kmzone3-Muizenberg-Claremont,250.0,R,0
single-kmzone4-Claremont-Muldersvlei,15.0,R,0
single-kmzone4-Muldersvlei-Claremont,15.0,R,0
return-kmzone4-Claremont-Muldersvlei,30.0,R,0
return-kmzone4-Muldersvlei-Claremont,30.0,R,0
monfri-week-kmzone4-Claremont-Muldersvlei,90.0,R,0
monfri-week-kmzone4-Muldersvlei-Claremont,90.0,R,0
monsat-week-kmzone4-Claremont-Muldersvlei,120.0,R,0
monsat-week-kmzone4-Muldersvlei-Claremont,120.0,R,0
month-kmzone4-Claremont-Muldersvlei,280.0,R,0
month-kmzone4-Muldersvlei-Claremont,280.0,R,0
single-kmzone2-Claremont-Mutual,12.0,R,0
single-kmzone2-Mutual-Claremont,12.0,R,0
return-kmzone2-Claremont-Mutual,24.0,R,0
return-kmzone2-Mutual-Claremont,24.0,R,0
monfri-week-kmzone2-Claremont-Mutual,70.0,R,0
monfri-week-kmzone2-Mutual-Claremont,70.0,R,0
monsat-week-kmzone2-Claremont-Mutual,80.0,R,0
monsat-week-kmzone2-Mutual-Claremont,80.0,R,0
month-kmzone2-Claremont-Mutual,220.0,R,0
month-kmzone2-Mutual-Claremont,220.0,R,0
single-kmzone2-Claremont-Ndabeni,12.0,R,0
single-kmzone2-Ndabeni-Claremont,12.0,R,0
return-kmzone2-Claremont-Ndabeni,24.0,R,0
return-kmzone2-Ndabeni-Claremont,24.0,R,0
monfri-week-kmzone2-Claremont-Ndabeni,70.0,R,0
monfri-week-kmzone2-Ndabeni-Claremont,70.0,R,0
monsat-week-kmzone2-Claremont-Ndabeni,80.0,R,0
monsat-week-kmzone2-Ndabeni-Claremont,80.0,R,0
month-kmzone2-Claremont-Ndabeni,220.0,R,0
month-kmzone2-Ndabeni-Claremont,220.0,R,0
single-kmzone3-Claremont-Netreg,14.0,R,0
single-kmzone3-Netreg-Claremont,14.0,R,0
return-kmzone3-Claremont-Netreg,28.0,R,0
return-kmzone3-Netreg-Claremont,28.0,R,0
monfri-week-kmzone3-Claremont-Netreg,80.0,R,0
monfri-week-kmzone3-Netreg-Claremont,80.0,R,0
monsat-week-kmzone3-Claremont-Netreg,100.0,R,0
monsat-week-kmzone3-Netreg-Claremont,100.0,R,0
month-kmzone3-Claremont-Netreg,250.0,R,0
month-kmzone3-Netreg-Claremont,250.0,R,0
single-kmzone3-Claremont-Nolungile,14.0,R,0
single-kmzone3-Nolungile-Claremont,14.0,R,0
return-kmzone3-Claremont-Nolungile,28.0,R,0
return-kmzone3-Nolungile-Claremont,28.0,R,0
monfri-week-kmzone3-Claremont-Nolungile,80.0,R,0
monfri-week-kmzone3-Nolungile-Claremont,80.0,R,0
monsat-week-kmzone3-Claremont-Nolungile,100.0,R,0
monsat-week-kmzone3-Nolungile-Claremont,100.0,R,0
month-kmzone3-Claremont-Nolungile,250.0,R,0
month-kmzone3-Nolungile-Claremont,250.0,R,0
single-kmzone3-Claremont-Nonkqubela,14.0,R,0
single-kmzone3-Nonkqubela-Claremont,14.0,R,0
return-kmzone3-Claremont-Nonkqubela,28.0,R,0
return-kmzone3-Nonkqubela-Claremont,28.0,R,0
monfri-week-kmzone3-Claremont-Nonkqubela,80.0,R,0
monfri-week-kmzone3-Nonkqubela-Claremont,80.0,R,0
monsat-week-kmzone3-Claremont-Nonkqubela,100.0,R,0
monsat-week-kmzone3-Nonkqubela-Claremont,100.0,R,0
month-kmzone3-Claremont-Nonkqubela,250.0,R,0
month-kmzone3-Nonkqubela-Claremont,250.0,R,0
single-kmzone2-Claremont-Nuweland,12.0,R,0
single-kmzone2-Nuweland-Claremont,12.0,R,0
return-kmzone2-Claremont-Nuweland,24.0,R,0
return-kmzone2-Nuweland-Claremont,24.0,R,0
monfri-week-kmzone2-Claremont-Nuweland,70.0,R,0
monfri-week-kmzone2-Nuweland-Claremont,70.0,R,0
monsat-week-kmzone2-Claremont-Nuweland,80.0,R,0
monsat-week-kmzone2-Nuweland-Claremont,80.0,R,0
month-kmzone2-Claremont-Nuweland,220.0,R,0
month-kmzone2-Nuweland-Claremont,220.0,R,0
single-kmzone3-Claremont-Nyanga,14.0,R,0
single-kmzone3-Nyanga-Claremont,14.0,R,0
return-kmzone3-Claremont-Nyanga,28.0,R,0
return-kmzone3-Nyanga-Claremont,28.0,R,0
monfri-week-kmzone3-Claremont-Nyanga,80.0,R,0
monfri-week-kmzone3-Nyanga-Claremont,80.0,R,0
monsat-week-kmzone3-Claremont-Nyanga,100.0,R,0
monsat-week-kmzone3-Nyanga-Claremont,100.0,R,0
month-kmzone3-Claremont-Nyanga,250.0,R,0
month-kmzone3-Nyanga-Claremont,250.0,R,0
single-kmzone2-Claremont-Observatory,12.0,R,0
single-kmzone2-Observatory-Claremont,12.0,R,0
return-kmzone2-Claremont-Observatory,24.0,R,0
return-kmzone2-Observatory-Claremont,24.0,R,0
monfri-week-kmzone2-Claremont-Observatory,70.0,R,0
monfri-week-kmzone2-Observatory-Claremont,70.0,R,0
monsat-week-kmzone2-Claremont-Observatory,80.0,R,0
monsat-week-kmzone2-Observatory-Claremont,80.0,R,0
month-kmzone2-Claremont-Observatory,220.0,R,0
month-kmzone2-Observatory-Claremont,220.0,R,0
single-kmzone3-Claremont-Oostersee,14.0,R,0
single-kmzone3-Oostersee-Claremont,14.0,R,0
return-kmzone3-Claremont-Oostersee,28.0,R,0
return-kmzone3-Oostersee-Claremont,28.0,R,0
monfri-week-kmzone3-Claremont-Oostersee,80.0,R,0
monfri-week-kmzone3-Oostersee-Claremont,80.0,R,0
monsat-week-kmzone3-Claremont-Oostersee,100.0,R,0
monsat-week-kmzone3-Oostersee-Claremont,100.0,R,0
month-kmzone3-Claremont-Oostersee,250.0,R,0
month-kmzone3-Oostersee-Claremont,250.0,R,0
single-kmzone2-Claremont-Ottery,12.0,R,0
single-kmzone2-Ottery-Claremont,12.0,R,0
return-kmzone2-Claremont-Ottery,24.0,R,0
return-kmzone2-Ottery-Claremont,24.0,R,0
monfri-week-kmzone2-Claremont-Ottery,70.0,R,0
monfri-week-kmzone2-Ottery-Claremont,70.0,R,0
monsat-week-kmzone2-Claremont-Ottery,80.0,R,0
monsat-week-kmzone2-Ottery-Claremont,80.0,R,0
month-kmzone2-Claremont-Ottery,220.0,R,0
month-kmzone2-Ottery-Claremont,220.0,R,0
single-kmzone2-Claremont-Paarden  Eiland,12.0,R,0
single-kmzone2-Paarden  Eiland-Claremont,12.0,R,0
return-kmzone2-Claremont-Paarden  Eiland,24.0,R,0
return-kmzone2-Paarden  Eiland-Claremont,24.0,R,0
monfri-week-kmzone2-Claremont-Paarden  Eiland,70.0,R,0
monfri-week-kmzone2-Paarden  Eiland-Claremont,70.0,R,0
monsat-week-kmzone2-Claremont-Paarden  Eiland,80.0,R,0
monsat-week-kmzone2-Paarden  Eiland-Claremont,80.0,R,0
month-kmzone2-Claremont-Paarden  Eiland,220.0,R,0
month-kmzone2-Paarden  Eiland-Claremont,220.0,R,0
single-kmzone1-Claremont-Paarl,10.0,R,0
single-kmzone1-Paarl-Claremont,10.0,R,0
return-kmzone1-Claremont-Paarl,20.0,R,0
return-kmzone1-Paarl-Claremont,20.0,R,0
monfri-week-kmzone1-Claremont-Paarl,60.0,R,0
monfri-week-kmzone1-Paarl-Claremont,60.0,R,0
monsat-week-kmzone1-Claremont-Paarl,75.0,R,0
monsat-week-kmzone1-Paarl-Claremont,75.0,R,0
month-kmzone1-Claremont-Paarl,180.0,R,0
month-kmzone1-Paarl-Claremont,180.0,R,0
single-kmzone3-Claremont-Parow,14.0,R,0
single-kmzone3-Parow-Claremont,14.0,R,0
return-kmzone3-Claremont-Parow,28.0,R,0
return-kmzone3-Parow-Claremont,28.0,R,0
monfri-week-kmzone3-Claremont-Parow,80.0,R,0
monfri-week-kmzone3-Parow-Claremont,80.0,R,0
monsat-week-kmzone3-Claremont-Parow,100.0,R,0
monsat-week-kmzone3-Parow-Claremont,100.0,R,0
month-kmzone3-Claremont-Parow,250.0,R,0
month-kmzone3-Parow-Claremont,250.0,R,0
single-kmzone3-Claremont-Pentech,14.0,R,0
single-kmzone3-Pentech-Claremont,14.0,R,0
return-kmzone3-Claremont-Pentech,28.0,R,0
return-kmzone3-Pentech-Claremont,28.0,R,0
monfri-week-kmzone3-Claremont-Pentech,80.0,R,0
monfri-week-kmzone3-Pentech-Claremont,80.0,R,0
monsat-week-kmzone3-Claremont-Pentech,100.0,R,0
monsat-week-kmzone3-Pentech-Claremont,100.0,R,0
month-kmzone3-Claremont-Pentech,250.0,R,0
month-kmzone3-Pentech-Claremont,250.0,R,0
single-kmzone3-Claremont-Philippi,14.0,R,0
single-kmzone3-Philippi-Claremont,14.0,R,0
return-kmzone3-Claremont-Philippi,28.0,R,0
return-kmzone3-Philippi-Claremont,28.0,R,0
monfri-week-kmzone3-Claremont-Philippi,80.0,R,0
monfri-week-kmzone3-Philippi-Claremont,80.0,R,0
monsat-week-kmzone3-Claremont-Philippi,100.0,R,0
monsat-week-kmzone3-Philippi-Claremont,100.0,R,0
month-kmzone3-Claremont-Philippi,250.0,R,0
month-kmzone3-Philippi-Claremont,250.0,R,0
single-kmzone2-Claremont-Pinelands,12.0,R,0
single-kmzone2-Pinelands-Claremont,12.0,R,0
return-kmzone2-Claremont-Pinelands,24.0,R,0
return-kmzone2-Pinelands-Claremont,24.0,R,0
monfri-week-kmzone2-Claremont-Pinelands,70.0,R,0
monfri-week-kmzone2-Pinelands-Claremont,70.0,R,0
monsat-week-kmzone2-Claremont-Pinelands,80.0,R,0
monsat-week-kmzone2-Pinelands-Claremont,80.0,R,0
month-kmzone2-Claremont-Pinelands,220.0,R,0
month-kmzone2-Pinelands-Claremont,220.0,R,0
single-kmzone2-Claremont-Plumstead,12.0,R,0
single-kmzone2-Plumstead-Claremont,12.0,R,0
return-kmzone2-Claremont-Plumstead,24.0,R,0
return-kmzone2-Plumstead-Claremont,24.0,R,0
monfri-week-kmzone2-Claremont-Plumstead,70.0,R,0
monfri-week-kmzone2-Plumstead-Claremont,70.0,R,0
monsat-week-kmzone2-Claremont-Plumstead,80.0,R,0
monsat-week-kmzone2-Plumstead-Claremont,80.0,R,0
month-kmzone2-Claremont-Plumstead,220.0,R,0
month-kmzone2-Plumstead-Claremont,220.0,R,0
single-kmzone2-Claremont-Retreat,12.0,R,0
single-kmzone2-Retreat-Claremont,12.0,R,0
return-kmzone2-Claremont-Retreat,24.0,R,0
return-kmzone2-Retreat-Claremont,24.0,R,0
monfri-week-kmzone2-Claremont-Retreat,70.0,R,0
monfri-week-kmzone2-Retreat-Claremont,70.0,R,0
monsat-week-kmzone2-Claremont-Retreat,80.0,R,0
monsat-week-kmzone2-Retreat-Claremont,80.0,R,0
month-kmzone2-Claremont-Retreat,220.0,R,0
month-kmzone2-Retreat-Claremont,220.0,R,0
single-kmzone2-Claremont-Rondebosch,12.0,R,0
single-kmzone2-Rondebosch-Claremont,12.0,R,0
return-kmzone2-Claremont-Rondebosch,24.0,R,0
return-kmzone2-Rondebosch-Claremont,24.0,R,0
monfri-week-kmzone2-Claremont-Rondebosch,70.0,R,0
monfri-week-kmzone2-Rondebosch-Claremont,70.0,R,0
monsat-week-kmzone2-Claremont-Rondebosch,80.0,R,0
monsat-week-kmzone2-Rondebosch-Claremont,80.0,R,0
month-kmzone2-Claremont-Rondebosch,220.0,R,0
month-kmzone2-Rondebosch-Claremont,220.0,R,0
single-kmzone2-Claremont-Rosebank,12.0,R,0
single-kmzone2-Rosebank-Claremont,12.0,R,0
return-kmzone2-Claremont-Rosebank,24.0,R,0
return-kmzone2-Rosebank-Claremont,24.0,R,0
monfri-week-kmzone2-Claremont-Rosebank,70.0,R,0
monfri-week-kmzone2-Rosebank-Claremont,70.0,R,0
monsat-week-kmzone2-Claremont-Rosebank,80.0,R,0
monsat-week-kmzone2-Rosebank-Claremont,80.0,R,0
month-kmzone2-Claremont-Rosebank,220.0,R,0
month-kmzone2-Rosebank-Claremont,220.0,R,0
single-kmzone3-Claremont-Sarepta,14.0,R,0
single-kmzone3-Sarepta-Claremont,14.0,R,0
return-kmzone3-Claremont-Sarepta,28.0,R,0
return-kmzone3-Sarepta-Claremont,28.0,R,0
monfri-week-kmzone3-Claremont-Sarepta,80.0,R,0
monfri-week-kmzone3-Sarepta-Claremont,80.0,R,0
monsat-week-kmzone3-Claremont-Sarepta,100.0,R,0
monsat-week-kmzone3-Sarepta-Claremont,100.0,R,0
month-kmzone3-Claremont-Sarepta,250.0,R,0
month-kmzone3-Sarepta-Claremont,250.0,R,0
single-kmzone3-Claremont-Simonstown,14.0,R,0
single-kmzone3-Simonstown-Claremont,14.0,R,0
return-kmzone3-Claremont-Simonstown,28.0,R,0
return-kmzone3-Simonstown-Claremont,28.0,R,0
monfri-week-kmzone3-Claremont-Simonstown,80.0,R,0
monfri-week-kmzone3-Simonstown-Claremont,80.0,R,0
monsat-week-kmzone3-Claremont-Simonstown,100.0,R,0
monsat-week-kmzone3-Simonstown-Claremont,100.0,R,0
month-kmzone3-Claremont-Simonstown,250.0,R,0
month-kmzone3-Simonstown-Claremont,250.0,R,0
single-kmzone1-Claremont-Soetendal,10.0,R,0
single-kmzone1-Soetendal-Claremont,10.0,R,0
return-kmzone1-Claremont-Soetendal,20.0,R,0
return-kmzone1-Soetendal-Claremont,20.0,R,0
monfri-week-kmzone1-Claremont-Soetendal,60.0,R,0
monfri-week-kmzone1-Soetendal-Claremont,60.0,R,0
monsat-week-kmzone1-Claremont-Soetendal,75.0,R,0
monsat-week-kmzone1-Soetendal-Claremont,75.0,R,0
month-kmzone1-Claremont-Soetendal,180.0,R,0
month-kmzone1-Soetendal-Claremont,180.0,R,0
single-kmzone4-Claremont-Somerset W,15.0,R,0
single-kmzone4-Somerset W-Claremont,15.0,R,0
return-kmzone4-Claremont-Somerset W,30.0,R,0
return-kmzone4-Somerset W-Claremont,30.0,R,0
monfri-week-kmzone4-Claremont-Somerset W,90.0,R,0
monfri-week-kmzone4-Somerset W-Claremont,90.0,R,0
monsat-week-kmzone4-Claremont-Somerset W,120.0,R,0
monsat-week-kmzone4-Somerset W-Claremont,120.0,R,0
month-kmzone4-Claremont-Somerset W,280.0,R,0
month-kmzone4-Somerset W-Claremont,280.0,R,0
single-kmzone2-Claremont-Southfield,12.0,R,0
single-kmzone2-Southfield-Claremont,12.0,R,0
return-kmzone2-Claremont-Southfield,24.0,R,0
return-kmzone2-Southfield-Claremont,24.0,R,0
monfri-week-kmzone2-Claremont-Southfield,70.0,R,0
monfri-week-kmzone2-Southfield-Claremont,70.0,R,0
monsat-week-kmzone2-Claremont-Southfield,80.0,R,0
monsat-week-kmzone2-Southfield-Claremont,80.0,R,0
month-kmzone2-Claremont-Southfield,220.0,R,0
month-kmzone2-Southfield-Claremont,220.0,R,0
single-kmzone2-Claremont-Soutrivier,12.0,R,0
single-kmzone2-Soutrivier-Claremont,12.0,R,0
return-kmzone2-Claremont-Soutrivier,24.0,R,0
return-kmzone2-Soutrivier-Claremont,24.0,R,0
monfri-week-kmzone2-Claremont-Soutrivier,70.0,R,0
monfri-week-kmzone2-Soutrivier-Claremont,70.0,R,0
monsat-week-kmzone2-Claremont-Soutrivier,80.0,R,0
monsat-week-kmzone2-Soutrivier-Claremont,80.0,R,0
month-kmzone2-Claremont-Soutrivier,220.0,R,0
month-kmzone2-Soutrivier-Claremont,220.0,R,0
single-kmzone3-Claremont-St James,14.0,R,0
single-kmzone3-St James-Claremont,14.0,R,0
return-kmzone3-Claremont-St James,28.0,R,0
return-kmzone3-St James-Claremont,28.0,R,0
monfri-week-kmzone3-Claremont-St James,80.0,R,0
monfri-week-kmzone3-St James-Claremont,80.0,R,0
monsat-week-kmzone3-Claremont-St James,100.0,R,0
monsat-week-kmzone3-St James-Claremont,100.0,R,0
month-kmzone3-Claremont-St James,250.0,R,0
month-kmzone3-St James-Claremont,250.0,R,0
single-kmzone2-Claremont-Steenberg,12.0,R,0
single-kmzone2-Steenberg-Claremont,12.0,R,0
return-kmzone2-Claremont-Steenberg,24.0,R,0
return-kmzone2-Steenberg-Claremont,24.0,R,0
monfri-week-kmzone2-Claremont-Steenberg,70.0,R,0
monfri-week-kmzone2-Steenberg-Claremont,70.0,R,0
monsat-week-kmzone2-Claremont-Steenberg,80.0,R,0
monsat-week-kmzone2-Steenberg-Claremont,80.0,R,0
month-kmzone2-Claremont-Steenberg,220.0,R,0
month-kmzone2-Steenberg-Claremont,220.0,R,0
single-kmzone4-Claremont-Stellenbosch,15.0,R,0
single-kmzone4-Stellenbosch-Claremont,15.0,R,0
return-kmzone4-Claremont-Stellenbosch,30.0,R,0
return-kmzone4-Stellenbosch-Claremont,30.0,R,0
monfri-week-kmzone4-Claremont-Stellenbosch,90.0,R,0
monfri-week-kmzone4-Stellenbosch-Claremont,90.0,R,0
monsat-week-kmzone4-Claremont-Stellenbosch,120.0,R,0
monsat-week-kmzone4-Stellenbosch-Claremont,120.0,R,0
month-kmzone4-Claremont-Stellenbosch,280.0,R,0
month-kmzone4-Stellenbosch-Claremont,280.0,R,0
single-kmzone2-Claremont-Steurhof,12.0,R,0
single-kmzone2-Steurhof-Claremont,12.0,R,0
return-kmzone2-Claremont-Steurhof,24.0,R,0
return-kmzone2-Steurhof-Claremont,24.0,R,0
monfri-week-kmzone2-Claremont-Steurhof,70.0,R,0
monfri-week-kmzone2-Steurhof-Claremont,70.0,R,0
monsat-week-kmzone2-Claremont-Steurhof,80.0,R,0
monsat-week-kmzone2-Steurhof-Claremont,80.0,R,0
month-kmzone2-Claremont-Steurhof,220.0,R,0
month-kmzone2-Steurhof-Claremont,220.0,R,0
single-kmzone3-Claremont-Stikland,14.0,R,0
single-kmzone3-Stikland-Claremont,14.0,R,0
return-kmzone3-Claremont-Stikland,28.0,R,0
return-kmzone3-Stikland-Claremont,28.0,R,0
monfri-week-kmzone3-Claremont-Stikland,80.0,R,0
monfri-week-kmzone3-Stikland-Claremont,80.0,R,0
monsat-week-kmzone3-Claremont-Stikland,100.0,R,0
monsat-week-kmzone3-Stikland-Claremont,100.0,R,0
month-kmzone3-Claremont-Stikland,250.0,R,0
month-kmzone3-Stikland-Claremont,250.0,R,0
single-kmzone3-Claremont-Stock Road,14.0,R,0
single-kmzone3-Stock Road-Claremont,14.0,R,0
return-kmzone3-Claremont-Stock Road,28.0,R,0
return-kmzone3-Stock Road-Claremont,28.0,R,0
monfri-week-kmzone3-Claremont-Stock Road,80.0,R,0
monfri-week-kmzone3-Stock Road-Claremont,80.0,R,0
monsat-week-kmzone3-Claremont-Stock Road,100.0,R,0
monsat-week-kmzone3-Stock Road-Claremont,100.0,R,0
month-kmzone3-Claremont-Stock Road,250.0,R,0
month-kmzone3-Stock Road-Claremont,250.0,R,0
single-kmzone4-Claremont-Strand,15.0,R,0
single-kmzone4-Strand-Claremont,15.0,R,0
return-kmzone4-Claremont-Strand,30.0,R,0
return-kmzone4-Strand-Claremont,30.0,R,0
monfri-week-kmzone4-Claremont-Strand,90.0,R,0
monfri-week-kmzone4-Strand-Claremont,90.0,R,0
monsat-week-kmzone4-Claremont-Strand,120.0,R,0
monsat-week-kmzone4-Strand-Claremont,120.0,R,0
month-kmzone4-Claremont-Strand,280.0,R,0
month-kmzone4-Strand-Claremont,280.0,R,0
single-kmzone3-Claremont-Sunny Cove,14.0,R,0
single-kmzone3-Sunny Cove-Claremont,14.0,R,0
return-kmzone3-Claremont-Sunny Cove,28.0,R,0
return-kmzone3-Sunny Cove-Claremont,28.0,R,0
monfri-week-kmzone3-Claremont-Sunny Cove,80.0,R,0
monfri-week-kmzone3-Sunny Cove-Claremont,80.0,R,0
monsat-week-kmzone3-Claremont-Sunny Cove,100.0,R,0
monsat-week-kmzone3-Sunny Cove-Claremont,100.0,R,0
month-kmzone3-Claremont-Sunny Cove,250.0,R,0
month-kmzone3-Sunny Cove-Claremont,250.0,R,0
single-kmzone2-Claremont-Thornton,12.0,R,0
single-kmzone2-Thornton-Claremont,12.0,R,0
return-kmzone2-Claremont-Thornton,24.0,R,0
return-kmzone2-Thornton-Claremont,24.0,R,0
monfri-week-kmzone2-Claremont-Thornton,70.0,R,0
monfri-week-kmzone2-Thornton-Claremont,70.0,R,0
monsat-week-kmzone2-Claremont-Thornton,80.0,R,0
monsat-week-kmzone2-Thornton-Claremont,80.0,R,0
month-kmzone2-Claremont-Thornton,220.0,R,0
month-kmzone2-Thornton-Claremont,220.0,R,0
single-kmzone1-Claremont-Tulbachweg,10.0,R,0
