shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
cpflt_line_shape,-34.042514341,18.466414084,100
cpflt_line_shape,-34.043411803,18.466300536,101
cpflt_line_shape,-34.044626332,18.465982243,102
cpflt_line_shape,-34.045664147,18.465686163,103
cpflt_line_shape,-34.046849391,18.465377321,104
cpflt_line_shape,-34.04832964,18.464923568,105
cpflt_line_shape,-34.052130681,18.463954849,106
cpflt_line_shape,-34.054867233,18.463169483,107
cpflt_line_shape,-34.056213612,18.46288858,108
cpflt_line_shape,-34.056947908,18.462863493,109
cpflt_line_shape,-34.058229183,18.462926703,110
cpflt_line_shape,-34.058757546,18.463108861,111
cpflt_line_shape,-34.059955651,18.463200366,112
cpflt_line_shape,-34.060445664,18.463262458,113
cpflt_line_shape_back,-34.060445664,18.463262458,1
cpflt_line_shape_back,-34.059955651,18.463200366,2
cpflt_line_shape_back,-34.058757546,18.463108861,3
cpflt_line_shape_back,-34.058229183,18.462926703,4
cpflt_line_shape_back,-34.056947908,18.462863493,5
cpflt_line_shape_back,-34.056213612,18.46288858,6
cpflt_line_shape_back,-34.054867233,18.463169483,7
cpflt_line_shape_back,-34.052130681,18.463954849,8
cpflt_line_shape_back,-34.04832964,18.464923568,9
cpflt_line_shape_back,-34.046849391,18.465377321,10
cpflt_line_shape_back,-34.045664147,18.465686163,11
cpflt_line_shape_back,-34.044626332,18.465982243,12
cpflt_line_shape_back,-34.043411803,18.466300536,13
cpflt_line_shape_back,-34.042514341,18.466414084,14
cpflt_line_shape_back,-34.041073054,18.466411982,15
cpflt_line_shape_back,-34.040220534,18.466577841,16
cpflt_line_shape_back,-34.039379013,18.467003736,17
cpflt_line_shape_back,-34.038632522,18.467864652,18
cpflt_line_shape_back,-34.03782688,18.469587477,19
cpflt_line_shape_back,-34.036552453,18.472872209,20
cpflt_line_shape_back,-34.034542895,18.477687107,21
cpflt_line_shape_back,-34.033247718,18.48103808,22
cpflt_line_shape_back,-34.032702936,18.482262345,23
cpflt_line_shape_back,-34.031907074,18.484291558,24
cpflt_line_shape_back,-34.031356765,18.485500209,25
cpflt_line_shape_back,-34.030922651,18.486079195,26
cpflt_line_shape_back,-34.029958184,18.486680974,27
cpflt_line_shape_back,-34.02844669,18.487494016,28
cpflt_line_shape_back,-34.026193084,18.488643019,29
cpflt_line_shape_back,-34.022671134,18.490483945,30
cpflt_line_shape_back,-34.019382757,18.492144654,31
cpflt_line_shape_back,-34.016350942,18.49375587,32
cpflt_line_shape_back,-34.013501667,18.49521198,33
cpflt_line_shape_back,-34.012239694,18.495915734,34
cpflt_line_shape_back,-34.009937592,18.497128843,35
cpflt_line_shape_back,-34.007941105,18.498171853,36
cpflt_line_shape_back,-34.006210053,18.498979791,37
cpflt_line_shape_back,-34.003379988,18.500428105,38
cpflt_line_shape_back,-34.001764329,18.501284135,39
cpflt_line_shape_back,-34.000350089,18.501962437,40
cpflt_line_shape_back,-33.99980634,18.502204472,41
